Stkcd,Accper,eps,eps_diluted,ttl_shr_cap,
921,31/12/2012,0.5301,0.5301,1354054750,
921,31/3/2013,0.1712,0.1712,,
921,30/6/2013,0.522,0.522,1354054750,
921,30/9/2013,0.87,0.87,,
921,31/12/2013,0.92,0.92,1354054750,
921,31/3/2014,0.1674,0.1674,,
921,30/6/2014,0.45,0.45,1354054750,
921,30/9/2014,0.53,0.53,,
921,31/12/2014,0.5,0.5,1354054750,
921,31/3/2015,0.17,0.17,,
921,30/6/2015,0.37,0.37,1362725370,
921,30/9/2015,0.34,0.34,,
921,31/12/2015,0.43,0.43,1362725370,
921,31/3/2016,0.11,0.11,,
921,30/6/2016,0.41,0.41,1362725370,
921,30/9/2016,0.63,0.63,,
921,31/12/2016,0.8,0.8,1362725370,
921,31/3/2017,0.19,0.19,,
921,30/6/2017,0.49,0.49,1362725370,
921,30/9/2017,1.27,1.27,,
921,31/12/2017,1.47,1.47,1362725370,
921,31/3/2018,0.21,0.21,,
921,30/6/2018,0.59,0.59,1362725370,
921,30/9/2018,0.86,0.86,,
921,31/12/2018,1.01,1.01,1362725370,
921,31/3/2019,0.31,0.31,,
921,30/6/2019,0.7,0.7,1362725370,
921,30/9/2019,0.99,0.99,,
921,31/12/2019,1.32,1.32,1362725370,
921,31/3/2020,0.03,0.03,,
921,30/6/2020,0.37,0.37,1362725370,
921,30/9/2020,0.74,0.74,,
2202,31/12/2007,1.4,1.4,500000000,
2202,31/3/2008,0.08,0.08,,
2202,30/6/2008,0.15,0.15,1000000000,
2202,30/9/2008,0.23,0.23,,
2202,31/12/2008,0.91,0.91,1000000000,
2202,31/3/2009,0.2,0.2,,
2202,30/6/2009,0.3845,0.3845,1400000000,
2202,30/9/2009,0.7309,0.7309,,
2202,31/12/2009,1.25,1.25,1400000000,
2202,31/3/2010,0.1109,0.1109,,
2202,30/6/2010,0.345,0.345,2240000000,
2202,30/9/2010,0.6839,0.6839,,
2202,31/12/2010,0.9887,0.9887,2694588000,
2202,31/3/2011,0.0765,0.0765,,
2202,30/6/2011,0.1576,0.1576,2694588000,
2202,30/9/2011,0.2283,0.2283,,
2202,31/12/2011,0.2252,0.2252,2694588000,
2202,31/3/2012,0.0023,0.0023,,
2202,30/6/2012,0.0267,0.0267,2694588000,
2202,30/9/2012,0.0143,0.0143,,
2202,31/12/2012,0.0568,0.0568,2694588000,
2202,31/3/2013,0.012,0.012,,
2202,30/6/2013,0.0344,0.0344,2694588000,
2202,30/9/2013,0.0697,0.0697,,
2202,31/12/2013,0.1587,0.1587,2694588000,
2202,31/3/2014,0.0189,0.0189,,
2202,30/6/2014,0.1227,0.1227,2694588000,
2202,30/9/2014,0.4435,0.4435,,
2202,31/12/2014,0.679,0.679,2694588000,
2202,31/3/2015,0.0923,0.0923,,
2202,30/6/2015,0.4622,0.4622,2694588000,
2202,30/9/2015,0.781,0.781,,
2202,31/12/2015,1.0522,1.0522,2735541000,
2202,31/3/2016,0.1354,0.1354,,
2202,30/6/2016,0.5301,0.5301,2735541000,
2202,30/9/2016,0.7826,0.7826,,
2202,31/12/2016,1.0841,1.0841,2735541000,
2202,31/3/2017,0.0596,0.0596,,
2202,30/6/2017,0.3087,0.3087,2735541000,
2202,30/9/2017,0.6307,0.6307,,
2202,31/12/2017,0.839,0.839,3556203300,
2202,31/3/2018,0.0625,0.0625,,
2202,30/6/2018,0.4203,0.4203,3556203300,
2202,30/9/2018,0.6653,0.6653,,
2202,31/12/2018,0.8844,0.8844,3556203300,
2202,31/3/2019,0.0574,0.0574,,
2202,30/6/2019,0.295,0.295,4225067647,
2202,30/9/2019,0.3713,0.3713,,
2202,31/12/2019,0.512,0.512,4225067647,
2202,31/3/2020,0.1767,0.1767,,
2202,30/6/2020,0.2898,0.2898,4225067647,
2202,30/9/2020,0.4707,0.4707,,
2399,30/6/2010,1.6,1.6,400100000,
2399,30/9/2010,2.48,2.48,,
2399,31/12/2010,3.13,3.13,400100000,
2399,31/3/2011,0.38,0.38,,
2399,30/6/2011,0.45,0.45,800200000,
2399,30/9/2011,0.64,0.64,,
2399,31/12/2011,0.78,0.78,800200000,
2399,31/3/2012,0.22,0.22,,
2399,30/6/2012,0.41,0.41,800200000,
2399,30/9/2012,0.6,0.6,,
2399,31/12/2012,0.78,0.78,800200000,
2399,31/3/2013,0.17,0.17,,
2399,30/6/2013,0.31,0.31,800200000,
2399,30/9/2013,0.36,0.36,,
2399,31/12/2013,0.4,0.4,800200000,
2399,31/3/2014,0.09,0.09,,
2399,30/6/2014,0.14,0.14,800200000,
2399,30/9/2014,0.28,0.28,,
2399,31/12/2014,0.4227,0.4227,800200000,
2399,31/3/2015,0.23,0.23,,
2399,30/6/2015,0.34,0.34,800200000,
2399,30/9/2015,0.52,0.52,,
2399,31/12/2015,0.7248,0.7248,800200000,
2399,31/3/2016,0.25,0.25,,
2399,30/6/2016,0.21,0.21,1247201704,
2399,30/9/2016,0.24,0.24,,
2399,31/12/2016,0.3165,0.3165,1247201704,
2399,31/3/2017,-0.0097,-0.0097,,
2399,30/6/2017,0.006,0.006,1247201704,
2399,30/9/2017,0.0665,0.0665,,
2399,31/12/2017,0.1053,0.1053,1247201704,
2399,31/3/2018,0.0337,0.0337,,
2399,30/6/2018,0.176,0.176,1247201704,
2399,30/9/2018,0.3615,0.3615,,
2399,31/12/2018,0.4941,0.4941,1247201704,
2399,31/3/2019,0.4065,0.4065,,
2399,30/6/2019,0.4381,0.4381,1247201704,
2399,30/9/2019,0.5382,0.5382,,
2399,31/12/2019,0.8494,0.8494,1247201704,
2399,31/3/2020,0.2047,0.2047,,
2399,30/6/2020,0.4659,0.4659,1247201704,
2399,30/9/2020,0.5467,0.5467,,
2460,30/9/2010,0.39,0.39,,
2460,31/12/2010,0.51,0.51,100000000,
2460,31/3/2011,0.12,0.12,,
2460,30/6/2011,0.16,0.16,150000000,
2460,30/9/2011,0.28,0.28,,
2460,31/12/2011,0.36,0.36,150000000,
2460,31/3/2012,0.115,0.115,,
2460,30/6/2012,0.22,0.22,150000000,
2460,30/9/2012,0.35,0.35,,
2460,31/12/2012,0.46,0.46,152801000,
2460,31/3/2013,0.11,0.11,,
2460,30/6/2013,0.23,0.23,152801000,
2460,30/9/2013,0.35,0.35,,
2460,31/12/2013,0.49,0.49,178272275,
2460,31/3/2014,0.11,0.11,,
2460,30/6/2014,0.22,0.22,178250275,
2460,30/9/2014,0.17,0.17,,
2460,31/12/2014,0.24,0.24,356500550,
2460,31/3/2015,0.07,0.07,,
2460,30/6/2015,0.14,0.14,356500550,
2460,30/9/2015,0.23,0.23,,
2460,31/12/2015,0.34,0.34,377952115,
2460,31/3/2016,0.28,0.28,,
2460,30/6/2016,0.37,0.37,752695526,
2460,30/9/2016,0.64,0.64,,
2460,31/12/2016,0.62,0.62,752695526,
2460,31/3/2017,0.18,0.18,,
2460,30/6/2017,0.81,0.81,752695526,
2460,30/9/2017,1.35,1.35,,
2460,31/12/2017,1.98,1.98,741771379,
2460,31/3/2018,0.48,0.48,,
2460,30/6/2018,0.76,0.76,1114893955,
2460,30/9/2018,1.01,1,,
2460,31/12/2018,1.07,1.07,1315081930,
2460,31/3/2019,0.22,0.22,,
2460,30/6/2019,0.23,0.23,1315084256,
2460,30/9/2019,0.25,0.25,,
2460,31/12/2019,0.28,0.28,1292600809,
2460,31/3/2020,0.01,0.01,,
2460,30/6/2020,0.12,0.12,1292824783,
2460,30/9/2020,0.25,0.25,,
2490,31/12/2010,0.81,0,393924200,
2490,31/3/2011,0.06,0,,
2490,30/6/2011,0.19,0,398924200,
2490,30/9/2011,0.33,0,,
2490,31/12/2011,0.42,0,398924200,
2490,31/3/2012,0.06,0,,
2490,30/6/2012,0.19,0,398924200,
2490,30/9/2012,0.15,0,,
2490,31/12/2012,0.17,0.17,797848400,
2490,31/3/2013,0.02,0.02,,
2490,30/6/2013,0.06,0.06,797848400,
2490,30/9/2013,0.05,0.05,,
2490,31/12/2013,-0.22,-0.22,797848400,
2490,31/3/2014,0.01,0.01,,
2490,30/6/2014,0.01,0.01,797848400,
2490,30/9/2014,0.01,0.01,,
2490,31/12/2014,0.03,0.03,797848400,
2490,31/3/2015,-0.0244,-0.0244,,
2490,30/6/2015,-0.09,-0.09,797848400,
2490,30/9/2015,-0.12,-0.12,,
2490,31/12/2015,-0.33,-0.33,797848400,
2490,31/3/2016,-0.073,-0.073,,
2490,30/6/2016,-0.1833,-0.1833,797848400,
2490,30/9/2016,-0.274,-0.274,,
2490,31/12/2016,-0.77,-0.77,797848400,
2490,31/3/2017,-0.069,-0.069,,
2490,30/6/2017,0.0088,0.0088,797848400,
2490,30/9/2017,0.0127,0.0127,,
2490,31/12/2017,0.05,0.05,797848400,
2490,31/3/2018,0.0134,0.0134,,
2490,30/6/2018,0.0408,0.0408,797848400,
2490,30/9/2018,0.0997,0.0997,,
2490,31/12/2018,0.1159,0.1159,797848400,
2490,31/3/2019,0.0093,0.0093,,
2490,30/6/2019,0.0226,0.0226,797848400,
2490,30/9/2019,-0.0416,-0.0416,,
2490,31/12/2019,-0.246,-0.246,797848400,
2490,31/3/2020,-0.0928,-0.0928,,
2490,30/6/2020,-0.137,-0.137,797848400,
2490,30/9/2020,-0.3083,-0.3083,,
2594,30/6/2011,0.12,0.12,2354100000,
2594,30/9/2011,0.1531,0.1531,,
2594,31/12/2011,0.6,0,2354100000,
2594,31/3/2012,0.01,0.01,,
2594,30/6/2012,0.01,0,2354100000,
2594,30/9/2012,0.0089,0,,
2594,31/12/2012,0.03,0,2354100000,
2594,31/3/2013,0.05,0,,
2594,30/6/2013,0.18,0,2354100000,
2594,30/9/2013,0.1976,0,,
2594,31/12/2013,0.23,0,2354100000,
2594,31/3/2014,0.01,0,,
2594,30/6/2014,0.15,0,2476000000,
2594,30/9/2014,0.1624,0,,
2594,31/12/2014,0.18,0,2476000000,
2594,31/3/2015,0.05,0,,
2594,30/6/2015,0.19,0,2476000000,
2594,30/9/2015,0.7873,0,,
2594,31/12/2015,1.12,0,2476000000,
2594,31/3/2016,0.32,0,,
2594,30/6/2016,0.87,0,2476000000,
2594,30/9/2016,1.3835,0,,
2594,31/12/2016,1.88,1.88,2728142855,
2594,31/3/2017,0.2,0.2,,
2594,30/6/2017,0.59,0.59,2728142855,
2594,30/9/2017,0.96,0.96,,
2594,31/12/2017,1.4,1.4,2728142855,
2594,31/3/2018,0.02,0.02,,
2594,30/6/2018,0.13,0.13,2728142855,
2594,30/9/2018,0.49,0.49,,
2594,31/12/2018,0.93,0.93,2728142855,
2594,31/3/2019,0.25,0.25,,
2594,30/6/2019,0.49,0.49,2728142855,
2594,30/9/2019,0.51,0.51,,
2594,31/12/2019,0.5,0.5,2728142855,
2594,31/3/2020,0.02,0.02,,
2594,30/6/2020,0.56,0.56,2728142855,
2594,30/9/2020,1.18,1.18,,
2672,30/6/2012,1.05,1.05,150476374,
2672,30/9/2012,1.46,1.46,,
2672,31/12/2012,1.88,1.88,150476374,
2672,31/3/2013,0.34,0.34,,
2672,30/6/2013,0.51,0.51,225714561,
2672,30/9/2013,0.73,0.73,,
2672,31/12/2013,0.92,0.92,225714561,
2672,31/3/2014,0.25,0.25,,
2672,30/6/2014,0.39,0.39,347346841,
2672,30/9/2014,0.57,0.57,,
2672,31/12/2014,0.74,0.74,347836841,
2672,31/3/2015,0.21,0.21,,
2672,30/6/2015,0.2,0.2,869517102,
2672,30/9/2015,0.31,0.31,,
2672,31/12/2015,0.39,0.39,869382102,
2672,31/3/2016,0.1,0.1,,
2672,30/6/2016,0.24,0.24,869382102,
2672,30/9/2016,0.44,0.44,,
2672,31/12/2016,0.62,0.62,887152102,
2672,31/3/2017,0.12,0.12,,
2672,30/6/2017,0.25,0.25,887152102,
2672,30/9/2017,0.38,0.38,,
2672,31/12/2017,0.55,0.55,888237102,
2672,31/3/2018,0.14,0.14,,
2672,30/6/2018,0.3,0.3,887100102,
2672,30/9/2018,0.43,0.43,,
2672,31/12/2018,0.47,0.47,887100102,
2672,31/3/2019,0.12,0.12,,
2672,30/6/2019,0.29,0.29,879267102,
2672,30/9/2019,0.38,0.38,,
2672,31/12/2019,0.48,0.48,879267102,
2672,31/3/2020,0.06,0.06,,
2672,30/6/2020,0.18,0.18,879267102,
2672,30/9/2020,0.26,0.26,,
2703,31/12/2012,0.27,0.27,277657855,
2703,31/3/2013,0.05,0.05,,
2703,30/6/2013,0.13,0.13,277657855,
2703,30/9/2013,0.157,0.157,,
2703,31/12/2013,0.18,0.18,277657855,
2703,31/3/2014,0.049,0.049,,
2703,30/6/2014,0.1,0.1,277657855,
2703,30/9/2014,0.133,0.133,,
2703,31/12/2014,0.16,0.16,315857855,
2703,31/3/2015,0.05,0.05,,
2703,30/6/2015,0.1143,0.1143,315857855,
2703,30/9/2015,0.1533,0.1533,,
2703,31/12/2015,0.17,0.17,315857855,
2703,31/3/2016,0.0533,0.0533,,
2703,30/6/2016,0.1231,0.1231,315857855,
2703,30/9/2016,0.1609,0.1609,,
2703,31/12/2016,0.2,0.2,315857855,
2703,31/3/2017,0.0568,0.0568,,
2703,30/6/2017,0.1257,0.1257,315857855,
2703,30/9/2017,0.052,0.052,,
2703,31/12/2017,0.0414,0.0414,789644637,
2703,31/3/2018,-0.007,-0.007,,
2703,30/6/2018,-0.0074,-0.0074,789644637,
2703,30/9/2018,-0.0068,-0.0068,,
2703,31/12/2018,0.0092,0.0092,789644637,
2703,31/3/2019,-0.0142,-0.0142,,
2703,30/6/2019,-0.0233,-0.0233,789644637,
2703,30/9/2019,-0.0441,-0.0441,,
2703,31/12/2019,-0.2238,-0.2238,789644637,
2703,31/3/2020,-0.0034,-0.0034,,
2703,30/6/2020,0.0216,0.0216,789644637,
2703,30/9/2020,0.049,0.049,,
600011,31/3/2007,0.1,0.1,,
600011,30/6/2007,0.24,0.24,12055383440,
600011,30/9/2007,0.37,0.37,,
600011,31/12/2007,0.5,0.5,12055383440,
600011,31/3/2008,0.02,0.02,,
600011,30/6/2008,-0.04,-0.04,12055383440,
600011,30/9/2008,-0.22,-0.22,,
600011,31/12/2008,-0.31,-0.31,12055383440,
600011,31/3/2009,0.05,0.05,,
600011,30/6/2009,0.16,0.16,12055383440,
600011,30/9/2009,0.34,0.34,,
600011,31/12/2009,0.42,0.42,12055383440,
600011,31/3/2010,0.08,0.08,,
600011,30/6/2010,0.17,0.17,12055383440,
600011,30/9/2010,0.26,0.26,,
600011,31/12/2010,0.29,0.29,14055383440,
600011,31/3/2011,0.02,0.02,,
600011,30/6/2011,0.08,0.08,14055383440,
600011,30/9/2011,0.1,0.1,,
600011,31/12/2011,0.09,0.09,14055383440,
600011,31/3/2012,0.07,0.07,,
600011,30/6/2012,0.16,0.16,14055383440,
600011,30/9/2012,0.3,0.3,,
600011,31/12/2012,0.42,0.42,14055383440,
600011,31/3/2013,0.18,0.18,,
600011,30/6/2013,0.42,0.42,14055383440,
600011,30/9/2013,0.65,0.65,,
600011,31/12/2013,0.75,0.75,14055383440,
600011,31/3/2014,0.26,0.26,,
600011,30/6/2014,0.48,0.48,14055383440,
600011,30/9/2014,0.71,0.71,,
600011,31/12/2014,0.75,0.75,14420383440,
600011,31/3/2015,0.35,0.35,,
600011,30/6/2015,0.63,0.63,14420383440,
600011,30/9/2015,0.92,0.92,,
600011,31/12/2015,0.95,0.95,15200383440,
600011,31/3/2016,0.26,0.26,,
600011,30/6/2016,0.41,0.41,15200383440,
600011,30/9/2016,0.62,0.62,,
600011,31/12/2016,0.58,0.58,15200383440,
600011,31/3/2017,0.04,0.04,,
600011,30/6/2017,0.05,0.05,15200383440,
600011,30/9/2017,0.19,0.19,,
600011,31/12/2017,0.11,0.11,15200383440,
600011,31/3/2018,0.08,0.08,,
600011,30/6/2018,0.13,0.13,15200383440,
600011,30/9/2018,0.12,0.12,,
600011,31/12/2018,0.07,0.07,15698093359,
600011,31/3/2019,0.16,0.16,,
600011,30/6/2019,0.23,0.23,15698093359,
600011,30/9/2019,0.32,0.32,,
600011,31/12/2019,0.06,0.06,15698093359,
600011,31/3/2020,0.11,0.11,,
600011,30/6/2020,0.32,0.32,15698093359,
600011,30/9/2020,0.5,0.5,,
600012,31/3/2007,0.1123,,,
600012,30/6/2007,0.19,0.19,1658610000,
600012,30/9/2007,0.28,0.28,,
600012,31/12/2007,0.31,0.31,1658610000,
600012,31/3/2008,0.09,0.09,,
600012,30/6/2008,0.2,0.2,1658610000,
600012,30/9/2008,0.33,0.33,,
600012,31/12/2008,0.42,0.42,1658610000,
600012,31/3/2009,0.1117,0.1117,,
600012,30/6/2009,0.2237,0.2237,1658610000,
600012,30/9/2009,0.3228,0.3228,,
600012,31/12/2009,0.406,0.406,1658610000,
600012,31/3/2010,0.1049,0.1049,,
600012,30/6/2010,0.2222,0.2222,1658610000,
600012,30/9/2010,0.3389,0.3389,,
600012,31/12/2010,0.472,0.472,1658610000,
600012,31/3/2011,0.1431,0.1431,,
600012,30/6/2011,0.2681,0.2681,1658610000,
600012,30/9/2011,0.3892,0.3892,,
600012,31/12/2011,0.517,0.517,1658610000,
600012,31/3/2012,0.1278,0.1278,,
600012,30/6/2012,0.2386,0.2386,1658610000,
600012,30/9/2012,0.3575,0.3575,,
600012,31/12/2012,0.459,0.459,1658610000,
600012,31/3/2013,0.1392,0.1392,,
600012,30/6/2013,0.278,0.278,1658610000,
600012,30/9/2013,0.3896,0.3896,,
600012,31/12/2013,0.5112,0.5112,1658610000,
600012,31/3/2014,0.1568,0.1568,,
600012,30/6/2014,0.2643,0.2643,1658610000,
600012,30/9/2014,0.4042,0.4042,,
600012,31/12/2014,0.519,0.519,1658610000,
600012,31/3/2015,0.1346,0.1346,,
600012,30/6/2015,0.2839,0.2839,1658610000,
600012,30/9/2015,0.4235,0.4235,,
600012,31/12/2015,0.5655,0.5655,1658610000,
600012,31/3/2016,0.1533,0.1533,,
600012,30/6/2016,0.2904,0.2904,1658610000,
600012,30/9/2016,0.4225,0.4225,,
600012,31/12/2016,0.5627,0.5627,1658610000,
600012,31/3/2017,0.177,0.177,,
600012,30/6/2017,0.3161,0.3161,1658610000,
600012,30/9/2017,0.498,0.498,,
600012,31/12/2017,0.658,0.658,1658610000,
600012,31/3/2018,0.1616,0.1616,,
600012,30/6/2018,0.335,0.335,1658610000,
600012,30/9/2018,0.5135,0.5135,,
600012,31/12/2018,0.6771,0.6771,1658610000,
600012,31/3/2019,0.1743,0.1743,,
600012,30/6/2019,0.3303,0.3303,1658610000,
600012,30/9/2019,0.5098,0.5098,,
600012,31/12/2019,0.6617,0.6617,1658610000,
600012,31/3/2020,-0.0158,-0.0158,,
600012,30/6/2020,0.0661,0.0661,1658610000,
600012,30/9/2020,0.2902,0.2902,,
600016,31/3/2007,0.11,0.11,,
600016,30/6/2007,0.23,0.23,14479080428,
600016,30/9/2007,0.33,0.33,,
600016,31/12/2007,0.48,0.48,14479182515,
600016,31/3/2008,0.13,0.13,,
600016,30/6/2008,0.32,0.32,18823001989,
600016,30/9/2008,0.46,0.46,,
600016,31/12/2008,0.42,0.42,18823001989,
600016,31/3/2009,0.13,0.13,,
600016,30/6/2009,0.39,0.39,18823001989,
600016,30/9/2009,0.54,0.54,,
600016,31/12/2009,0.63,0.63,22262277489,
600016,31/3/2010,0.19,0.19,,
600016,30/6/2010,0.4,0.4,22262277489,
600016,30/9/2010,0.49,0.49,,
600016,31/12/2010,0.66,0.66,26714732987,
600016,31/3/2011,0.23,0.23,,
600016,30/6/2011,0.52,0.52,26714732987,
600016,30/9/2011,0.8,0.8,,
600016,31/12/2011,1.05,1.05,26714732987,
600016,31/3/2012,0.34,0.34,,
600016,30/6/2012,0.69,0.69,28365585227,
600016,30/9/2012,1.04,1.04,,
600016,31/12/2012,1.34,1.34,28365585227,
600016,31/3/2013,0.39,0.38,,
600016,30/6/2013,0.81,0.78,28365585227,
600016,30/9/2013,1.18,1.13,,
600016,31/12/2013,1.49,1.43,28366192773,
600016,31/3/2014,0.45,0.42,,
600016,30/6/2014,0.75,0.71,28366352102,
600016,30/9/2014,1.08,1.02,,
600016,31/12/2014,1.31,1.24,34153103037,
600016,31/3/2015,0.39,0.37,,
600016,30/6/2015,0.78,0.74,36485348752,
600016,30/9/2015,1.1,1.06,,
600016,31/12/2015,1.3,1.27,36485348752,
600016,31/3/2016,0.38,0.38,,
600016,30/6/2016,0.75,0.75,36485348752,
600016,30/9/2016,1.07,1.07,,
600016,31/12/2016,1.31,1.31,36485348752,
600016,31/3/2017,0.39,0.39,,
600016,30/6/2017,0.77,0.77,36485348752,
600016,30/9/2017,1.1,1.1,,
600016,31/12/2017,1.35,1.35,36485348752,
600016,31/3/2018,0.41,0.41,,
600016,30/6/2018,0.68,0.68,36485348752,
600016,30/9/2018,0.97,0.97,,
600016,31/12/2018,1.14,1.14,43782418502,
600016,31/3/2019,0.36,0.36,,
600016,30/6/2019,0.72,0.72,43782418502,
600016,30/9/2019,1.04,1.04,,
600016,31/12/2019,1.22,1.22,43782418502,
600016,31/3/2020,0.38,0.38,,
600016,30/6/2020,0.61,0.61,43782418502,
600016,30/9/2020,0.79,0.79,,
600026,31/3/2007,0.32,0.32,,
600026,30/6/2007,0.67,0.67,3326000000,
600026,30/9/2007,1.03,1.03,,
600026,31/12/2007,1.38,1.37,3326000000,
600026,31/3/2008,0.49,0.49,,
600026,30/6/2008,0.95,0.95,3404552270,
600026,30/9/2008,1.4,1.4,,
600026,31/12/2008,1.59,1.59,3404552270,
600026,31/3/2009,0.0934,0.0934,,
600026,30/6/2009,0.1802,0.1802,3404552270,
600026,30/9/2009,0.266,0.266,,
600026,31/12/2009,0.3128,0.3128,3404552270,
600026,31/3/2010,0.1346,0.1346,,
600026,30/6/2010,0.2875,0.2875,3404552270,
600026,30/9/2010,0.428,0.428,,
600026,31/12/2010,0.5042,0.5042,3404552270,
600026,31/3/2011,0.1122,0.1122,,
600026,30/6/2011,0.201,0.201,3404552270,
600026,30/9/2011,0.2395,0.2326,,
600026,31/12/2011,0.3076,0.2931,3404552270,
600026,31/3/2012,-0.0942,-0.0942,,
600026,30/6/2012,-0.1455,-0.1455,3404552613,
600026,30/9/2012,-0.1193,-0.1193,,
600026,31/12/2012,0.0217,0.0217,3404552613,
600026,31/3/2013,-0.1422,-0.1422,,
600026,30/6/2013,-0.2786,-0.2786,3404552729,
600026,30/9/2013,-0.3511,-0.3511,,
600026,31/12/2013,-0.6751,-0.6751,3404555984,
600026,31/3/2014,0.0153,0.0134,,
600026,30/6/2014,0.0125,0.0125,3404556216,
600026,30/9/2014,0.0251,0.0251,,
600026,31/12/2014,0.0913,0.0913,3404556536,
600026,31/3/2015,0.018,0.0164,,
600026,30/6/2015,0.0762,0.0762,4032032861,
600026,30/9/2015,0.1744,0.1732,,
600026,31/12/2015,0.098,0.098,4032032861,
600026,31/3/2016,0.0384,0.0384,,
600026,30/6/2016,0.4515,0.4515,4032032861,
600026,30/9/2016,0.5516,0.5516,,
600026,31/12/2016,0.4768,0.4768,4032032861,
600026,31/3/2017,0.1397,0.1397,,
600026,30/6/2017,0.2112,0.2112,4032032861,
600026,30/9/2017,0.3094,0.3094,,
600026,31/12/2017,0.4381,0.4381,4032032861,
600026,31/3/2018,-0.0211,-0.0211,,
600026,30/6/2018,-0.0535,-0.0535,4032032861,
600026,30/9/2018,-0.0665,-0.0665,,
600026,31/12/2018,0.0261,0.0261,4032032861,
600026,31/3/2019,0.1062,0.1062,,
600026,30/6/2019,0.1163,0.1163,4032032861,
600026,30/9/2019,0.1445,0.1445,,
600026,31/12/2019,0.107,0.107,4032032861,
600026,31/3/2020,0.156,0.156,,
600026,30/6/2020,0.6612,0.6609,4762691885,
600026,30/9/2020,0.7356,0.7353,,
600027,31/3/2007,0.05,0.05,,
600027,30/6/2007,0.09,0.09,6021084200,
600027,30/9/2007,0.14,0.14,,
600027,31/12/2007,0.2,0.2,6021084200,
600027,31/3/2008,0,0,,
600027,30/6/2008,-0.08,-0.08,6021084200,
600027,30/9/2008,-0.23,-0.23,,
600027,31/12/2008,-0.425,-0.425,6021084200,
600027,31/3/2009,0.0317,0.0317,,
600027,30/6/2009,0.09,0.09,6021084200,
600027,30/9/2009,0.15,0.15,,
600027,31/12/2009,0.19,0.19,6771084200,
600027,31/3/2010,0.0114,0.0114,,
600027,30/6/2010,0.005,0.005,6771084200,
600027,30/9/2010,-0.05,-0.05,,
600027,31/12/2010,0.031,0.031,6771084200,
600027,31/3/2011,-0.039,-0.039,,
600027,30/6/2011,0.018,0.018,6771084200,
600027,30/9/2011,0.004,0.004,,
600027,31/12/2011,0.012,0.012,6771084200,
600027,31/3/2012,0.03,0.03,,
600027,30/6/2012,0.04,0.04,6771084200,
600027,30/9/2012,0.06,0.06,,
600027,31/12/2012,0.201,0.201,7371084200,
600027,31/3/2013,0.11,0.11,,
600027,30/6/2013,0.23,0.23,7371084200,
600027,30/9/2013,0.397,0.397,,
600027,31/12/2013,0.561,0.561,7371084200,
600027,31/3/2014,0.16,0.16,,
600027,30/6/2014,0.363,0.363,7371084200,
600027,30/9/2014,0.547,0.547,,
600027,31/12/2014,0.736,0,8807289800,
600027,31/3/2015,0.2,0,,
600027,30/6/2015,0.398,0,8807289800,
600027,30/9/2015,0.679,0,,
600027,31/12/2015,0.842,0,9862976653,
600027,31/3/2016,0.184,0,,
600027,30/6/2016,0.267,0,9862976653,
600027,30/9/2016,0.377,0,,
600027,31/12/2016,0.339,,9862976653,
600027,31/3/2017,0.001,,,
600027,30/6/2017,-0.021,,9862976653,
600027,30/9/2017,-0.024,,,
600027,31/12/2017,0.044,,9862976653,
600027,31/3/2018,0.07,,,
600027,30/6/2018,0.1,,9862976653,
600027,30/9/2018,0.155,,,
600027,31/12/2018,0.157,,9862976653,
600027,31/3/2019,0.067,,,
600027,30/6/2019,0.145,,9862976653,
600027,30/9/2019,0.217,,,
600027,31/12/2019,0.29,,9862976653,
600027,31/3/2020,0.099,,,
600027,30/6/2020,0.198,,9862976653,
600027,30/9/2020,0.301,,,
600028,31/3/2007,0.224,0.224,,
600028,30/6/2007,0.4,,86702439000,
600028,30/9/2007,0.56,0.56,,
600028,31/12/2007,0.63,0.63,86702439000,
600028,31/3/2008,0.08,0.05,,
600028,30/6/2008,0.11,0.08,86702439000,
600028,30/9/2008,0.2,0.16,,
600028,31/12/2008,0.34,0.3,86702439000,
600028,31/3/2009,0.13,0.13,,
600028,30/6/2009,0.383,0.38,86702439000,
600028,30/9/2009,0.573,0.57,,
600028,31/12/2009,0.707,0.707,86702439000,
600028,31/3/2010,0.182,0.179,,
600028,30/6/2010,0.409,0.403,86702527774,
600028,30/9/2010,0.65,0.642,,
600028,31/12/2010,0.816,0.808,86702527774,
600028,31/3/2011,0.236,0.234,,
600028,30/6/2011,0.464,0.452,86702527774,
600028,30/9/2011,0.692,0.672,,
600028,31/12/2011,0.827,0.795,86702562436,
600028,31/3/2012,0.148,0.147,,
600028,30/6/2012,0.273,0.263,86820276984,
600028,30/9/2012,0.483,0.461,,
600028,31/12/2012,0.731,0.704,86820286886,
600028,31/3/2013,0.179,0.178,,
600028,30/6/2013,0.254,0.239,1.17E+11,
600028,30/9/2013,0.445,0.416,,
600028,31/12/2013,0.579,0.543,1.17E+11,
600028,31/3/2014,0.116,0.115,,
600028,30/6/2014,0.269,0.268,1.17E+11,
600028,30/9/2014,0.438,0.437,,
600028,31/12/2014,0.406,0.406,1.18E+11,
600028,31/3/2015,0.014,0.014,,
600028,30/6/2015,0.202,0.202,1.21E+11,
600028,30/9/2015,0.214,0.214,,
600028,31/12/2015,0.266,0.266,1.21E+11,
600028,31/3/2016,0.051,0.051,,
600028,30/6/2016,0.159,0.159,1.21E+11,
600028,30/9/2016,0.241,0.241,,
600028,31/12/2016,0.383,0.383,1.21E+11,
