Stkcd,Accper,eps,eps_diluted,ttl_shr_cap,
600028,31/3/2017,0.137,0.137,,
600028,30/6/2017,0.224,0.224,1.21E+11,
600028,30/9/2017,0.317,0.317,,
600028,31/12/2017,0.422,0.422,1.21E+11,
600028,31/3/2018,0.155,0.155,,
600028,30/6/2018,0.344,0.344,1.21E+11,
600028,30/9/2018,0.495,0.495,,
600028,31/12/2018,0.521,0.521,1.21E+11,
600028,31/3/2019,0.122,0.122,,
600028,30/6/2019,0.259,0.259,1.21E+11,
600028,30/9/2019,0.357,0.357,,
600028,31/12/2019,0.476,0.476,1.21E+11,
600028,31/3/2020,-0.163,-0.163,,
600028,30/6/2020,-0.189,-0.189,1.21E+11,
600028,30/9/2020,0.194,0.194,,
600029,31/3/2007,-0.04,0,,
600029,30/6/2007,0.07,0.07,4374178000,
600029,30/9/2007,0.5,0.5,,
600029,31/12/2007,0.42,0.42,4374178000,
600029,31/3/2008,0.18,0,,
600029,30/6/2008,0.19,0.19,4374178000,
600029,30/9/2008,0.004,0.004,,
600029,31/12/2008,-0.74,-0.74,6561267000,
600029,31/3/2009,0.03,0,,
600029,30/6/2009,0.006,0.006,6561267000,
600029,30/9/2009,0.05,0.05,,
600029,31/12/2009,0.05,0.05,8003567000,
600029,31/3/2010,0.18,0.18,,
600029,30/6/2010,0.26,0.26,8003567000,
600029,30/9/2010,0.64,0.64,,
600029,31/12/2010,0.7,0.7,9817567000,
600029,31/3/2011,0.13,0.13,,
600029,30/6/2011,0.28,0.28,9817567000,
600029,30/9/2011,0.6,0.6,,
600029,31/12/2011,0.52,0.52,9817567000,
600029,31/3/2012,0.03,0.03,,
600029,30/6/2012,0.05,0.05,9817567000,
600029,30/9/2012,0.27,0.27,,
600029,31/12/2012,0.27,0.27,9817567000,
600029,31/3/2013,0.006,0.006,,
600029,30/6/2013,0.03,0.03,9817567000,
600029,30/9/2013,0.25,0.25,,
600029,31/12/2013,0.19,0.19,9817567000,
600029,31/3/2014,-0.031,-0.031,,
600029,30/6/2014,-0.1,-0.1,9817567000,
600029,30/9/2014,0.13,0.13,,
600029,31/12/2014,0.18,0.18,9817567000,
600029,31/3/2015,0.19,0.19,,
600029,30/6/2015,0.35,0.35,9817567000,
600029,30/9/2015,0.47,0.47,,
600029,31/12/2015,0.39,0.39,9817567000,
600029,31/3/2016,0.27,0.27,,
600029,30/6/2016,0.32,0.32,9817567000,
600029,30/9/2016,0.66,0.66,,
600029,31/12/2016,0.51,0.51,9817567000,
600029,31/3/2017,0.16,0.16,,
600029,30/6/2017,0.28,0.28,9817567000,
600029,30/9/2017,0.71,0.71,,
600029,31/12/2017,0.6,0.6,10088173272,
600029,31/3/2018,0.25,0.25,,
600029,30/6/2018,0.21,0.21,10088173272,
600029,30/9/2018,0.4,0.4,,
600029,31/12/2018,0.28,0.28,12267172286,
600029,31/3/2019,0.22,0.22,,
600029,30/6/2019,0.14,0.14,12267172286,
600029,30/9/2019,0.33,0.33,,
600029,31/12/2019,0.22,0.22,12267172286,
600029,31/3/2020,-0.43,-0.43,,
600029,30/6/2020,-0.64,-0.64,15329302395,
600029,30/9/2020,-0.55,-0.55,,
600030,31/3/2007,0.42,0.42,,
600030,30/6/2007,1.41,1.41,2981500000,
600030,30/9/2007,2.77,2.77,,
600030,31/12/2007,4.01,4.01,3315233800,
600030,31/3/2008,0.76,0.76,,
600030,30/6/2008,0.72,0.72,6630467600,
600030,30/9/2008,0.89,0.89,,
600030,31/12/2008,1.1,1.1,6630467600,
600030,31/3/2009,0.23,0.23,,
600030,30/6/2009,0.58,0.58,6630467600,
600030,30/9/2009,0.95,0.95,,
600030,31/12/2009,1.35,1.35,6630467600,
600030,31/3/2010,0.23,0.23,,
600030,30/6/2010,0.26,0.26,9945701400,
600030,30/9/2010,0.4,0.4,,
600030,31/12/2010,1.14,1.14,9945701400,
600030,31/3/2011,0.14,0.14,,
600030,30/6/2011,0.3,0.3,9945701400,
600030,30/9/2011,0.34,0.34,,
600030,31/12/2011,1.23,1.23,11016908400,
600030,31/3/2012,0.08,0.08,,
600030,30/6/2012,0.2,0.2,11016908400,
600030,30/9/2012,0.27,0.27,,
600030,31/12/2012,0.38,0.38,11016908400,
600030,31/3/2013,0.09,0.09,,
600030,30/6/2013,0.19,0.19,11016908400,
600030,30/9/2013,0.34,0.34,,
600030,31/12/2013,0.48,0.48,11016908400,
600030,31/3/2014,0.12,0.12,,
600030,30/6/2014,0.37,0.37,11016908400,
600030,30/9/2014,0.58,0.58,,
600030,31/12/2014,1.03,1.03,11016908400,
600030,31/3/2015,0.35,0.35,,
600030,30/6/2015,1.13,1.13,12116908400,
600030,30/9/2015,1.4,1.4,,
600030,31/12/2015,1.71,1.71,12116908400,
600030,31/3/2016,0.14,0.14,,
600030,30/6/2016,0.43,0.43,12116908400,
600030,30/9/2016,0.66,0.66,,
600030,31/12/2016,0.86,0.86,12116908400,
600030,31/3/2017,0.19,0.19,,
600030,30/6/2017,0.41,0.41,12116908400,
600030,30/9/2017,0.65,0.65,,
600030,31/12/2017,0.94,0.94,12116908400,
600030,31/3/2018,0.22,0.22,,
600030,30/6/2018,0.46,0.46,12116908400,
600030,30/9/2018,0.6,0.6,,
600030,31/12/2018,0.77,0.77,12116908400,
600030,31/3/2019,0.35,0.35,,
600030,30/6/2019,0.53,0.53,12116908400,
600030,30/9/2019,0.87,0.87,,
600030,31/12/2019,1.01,1.01,12116908400,
600030,31/3/2020,0.32,0.32,,
600030,30/6/2020,0.7,0.7,12926776029,
600030,30/9/2020,0.99,0.99,,
600036,31/3/2007,0.17,0.17,,
600036,30/6/2007,0.42,0.42,14703777780,
600036,30/9/2007,0.68,0.68,,
600036,31/12/2007,1.04,1.04,14705064834,
600036,31/3/2008,0.43,0.43,,
600036,30/6/2008,0.9,0.9,14707174055,
600036,30/9/2008,1.29,1.29,,
600036,31/12/2008,1.43,1.43,14707184674,
600036,31/3/2009,0.29,0.29,,
600036,30/6/2009,0.56,0.56,14707203828,
600036,30/9/2009,0.68,0.68,,
600036,31/12/2009,0.95,0.95,19119490016,
600036,31/3/2010,0.3,0.3,,
600036,30/6/2010,0.65,0.65,21576608885,
600036,30/9/2010,0.99,0.99,,
600036,31/12/2010,1.23,1.23,21576608885,
600036,31/3/2011,0.41,0.41,,
600036,30/6/2011,0.86,0.86,21576608885,
600036,30/9/2011,1.32,1.32,,
600036,31/12/2011,1.67,1.67,21576608885,
600036,31/3/2012,0.54,0.54,,
600036,30/6/2012,1.08,1.08,21576608885,
600036,30/9/2012,1.61,1.61,,
600036,31/12/2012,2.1,2.1,21576608885,
600036,31/3/2013,0.6,0.6,,
600036,30/6/2013,1.22,1.22,21576608885,
600036,30/9/2013,1.83,1.83,,
600036,31/12/2013,2.3,2.3,25219845601,
600036,31/3/2014,0.59,0.59,,
600036,30/6/2014,1.21,1.21,25219845601,
600036,30/9/2014,1.82,1.82,,
600036,31/12/2014,2.22,2.22,25219845601,
600036,31/3/2015,0.68,0.68,,
600036,30/6/2015,1.31,1.31,25219845601,
600036,30/9/2015,1.92,1.92,,
600036,31/12/2015,2.29,2.29,25219845601,
600036,31/3/2016,0.73,0.73,,
600036,30/6/2016,1.4,1.4,25219845601,
600036,30/9/2016,2.07,2.07,,
600036,31/12/2016,2.46,2.46,25219845601,
600036,31/3/2017,0.79,0.79,,
600036,30/6/2017,1.56,1.56,25219845601,
600036,30/9/2017,2.33,2.33,,
600036,31/12/2017,2.78,2.78,25219845601,
600036,31/3/2018,0.9,0.9,,
600036,30/6/2018,1.77,1.77,25219845601,
600036,30/9/2018,2.66,2.66,,
600036,31/12/2018,3.13,3.13,25219845601,
600036,31/3/2019,1,1,,
600036,30/6/2019,2.01,2.01,25219845601,
600036,30/9/2019,3.05,3.05,,
600036,31/12/2019,3.62,3.62,25219845601,
600036,31/3/2020,1.1,1.1,,
600036,30/6/2020,1.97,1.97,25219845601,
600036,30/9/2020,3.02,3.02,,
600115,31/3/2007,-0.11,-0.11,,
600115,30/6/2007,0.01,0.01,4866950000,
600115,30/9/2007,0.21,0.21,,
600115,31/12/2007,0.12,0.12,4866950000,
600115,31/3/2008,0.0433,0.0433,,
600115,30/6/2008,0.01,0.01,4866950000,
600115,30/9/2008,-0.471,-0.471,,
600115,31/12/2008,-2.86,-2.86,4866950000,
600115,31/3/2009,0.01,0.01,,
600115,30/6/2009,0.2369,0.2369,6304325000,
600115,30/9/2009,0.203,0.203,,
600115,31/12/2009,0.0839,0.0839,9581700000,
600115,31/3/2010,0.0716,0.0716,,
600115,30/6/2010,0.1764,0.1764,11276538860,
600115,30/9/2010,0.4591,0.4591,,
600115,31/12/2010,0.4826,0.4826,11276538860,
600115,31/3/2011,0.0898,0.0898,,
600115,30/6/2011,0.2174,0.2174,11276538860,
600115,30/9/2011,0.5108,0.5108,,
600115,31/12/2011,0.43,0.43,11276538860,
600115,31/3/2012,0.0236,0.0236,,
600115,30/6/2012,0.0882,0.0882,11276538860,
600115,30/9/2012,0.3219,0.3219,,
600115,31/12/2012,0.3,0.3,11276538860,
600115,31/3/2013,-0.0117,-0.0117,,
600115,30/6/2013,0.0658,0.0658,12674268860,
600115,30/9/2013,0.3072,0.3072,,
600115,31/12/2013,0.2,0.2,12674268860,
600115,31/3/2014,-0.0162,-0.0162,,
600115,30/6/2014,0.0011,0.0011,12674268860,
600115,30/9/2014,0.1625,0.1625,,
600115,31/12/2014,0.2696,0.2696,12674268860,
600115,31/3/2015,0.1234,0.1234,,
600115,30/6/2015,0.2812,0.2812,12674268860,
600115,30/9/2015,0.4191,0.4191,,
600115,31/12/2015,0.36,0.36,13140178860,
600115,31/3/2016,0.2,0.2,,
600115,30/6/2016,0.25,0.25,14467585682,
600115,30/9/2016,0.49,0.49,,
600115,31/12/2016,0.33,0.33,14467585682,
600115,31/3/2017,0.19,0.19,,
600115,30/6/2017,0.3,0.3,14467585682,
600115,30/9/2017,0.55,0.55,,
600115,31/12/2017,0.44,0.44,14467585682,
600115,31/3/2018,0.14,0.14,,
600115,30/6/2018,0.16,0.16,14467585682,
600115,30/9/2018,0.31,0.31,,
600115,31/12/2018,0.19,0.19,14467585682,
600115,31/3/2019,0.14,0.14,,
600115,30/6/2019,0.13,0.13,14467585682,
600115,30/9/2019,0.29,0.29,,
600115,31/12/2019,0.21,0.21,16379509203,
600115,31/3/2020,-0.24,-0.24,,
600115,30/6/2020,-0.52,-0.52,16379509203,
600115,30/9/2020,-0.56,-0.56,,
600188,31/3/2007,0.14,0.14,,
600188,30/6/2007,0.23,0.23,4918400000,
600188,30/9/2007,0,0,,
600188,31/12/2007,0.55,0,4918400000,
600188,31/3/2008,0.3,0.3,,
600188,30/6/2008,0.76,0.76,4918400000,
600188,30/9/2008,1.35,1.35,,
600188,31/12/2008,1.32,1.32,4918400000,
600188,31/3/2009,0.17,0.17,,
600188,30/6/2009,0.39,0.39,4918400000,
600188,30/9/2009,0.62,0.62,,
600188,31/12/2009,0.7889,0.7889,4918400000,
600188,31/3/2010,0.43,0.43,,
600188,30/6/2010,0.54,0.54,4918400000,
600188,30/9/2010,1.28,1.28,,
600188,31/12/2010,1.8316,1.8316,4918400000,
600188,31/3/2011,0.5034,0.5034,,
600188,30/6/2011,1.02,1.02,4918400000,
600188,30/9/2011,1.25,1.25,,
600188,31/12/2011,1.7532,1.7532,4918400000,
600188,31/3/2012,0.4457,0.4457,,
600188,30/6/2012,0.9975,0.9975,4918400000,
600188,30/9/2012,0.98,0.98,,
600188,31/12/2012,1.1215,1.1215,4918400000,
600188,31/3/2013,0.0977,0.0977,,
600188,30/6/2013,-0.4873,-0.4873,4918400000,
600188,30/9/2013,-0.1197,-0.1197,,
600188,31/12/2013,0.2585,0.2585,4918400000,
600188,31/3/2014,0.0538,0.0538,,
600188,30/6/2014,0.1699,0.1699,4918400000,
600188,30/9/2014,0.3974,0.3974,,
600188,31/12/2014,0.457,0.457,4918400000,
600188,31/3/2015,0.0357,0.0357,,
600188,30/6/2015,0.1009,0.1009,4918400000,
600188,30/9/2015,0.232,0.232,,
600188,31/12/2015,0.1748,0.1748,4912016000,
600188,31/3/2016,0.0503,0.0503,,
600188,30/6/2016,0.1205,0.1205,4912016000,
600188,30/9/2016,0.2072,0.2072,,
600188,31/12/2016,0.4203,0.4203,4912016000,
600188,31/3/2017,0.356,0.356,,
600188,30/6/2017,0.6493,0.6493,4912016000,
600188,30/9/2017,0.9738,0.9738,,
600188,31/12/2017,1.3784,1.3784,4912016000,
600188,31/3/2018,0.4535,0.4535,,
600188,30/6/2018,0.8838,0.8838,4912016000,
600188,30/9/2018,1.1205,1.1205,,
600188,31/12/2018,1.6101,1.6101,4912016000,
600188,31/3/2019,0.4699,0.4699,,
600188,30/6/2019,1.0914,1.0914,4912016000,
600188,30/9/2019,1.4218,1.4218,,
600188,31/12/2019,1.7646,1.7646,4912016000,
600188,31/3/2020,0.311,0.311,,
600188,30/6/2020,0.9381,0.9381,4860000000,
600188,30/9/2020,1.164,1.164,,
600196,31/3/2007,0.08,0.08,,
600196,30/6/2007,0.16,0.16,1237774909,
600196,30/9/2007,0.23,0.23,,
600196,31/12/2007,0.51,,1237774909,
600196,31/3/2008,0.16,0.16,,
600196,30/6/2008,0.4,0,1237774909,
600196,30/9/2008,0.49,0.49,,
600196,31/12/2008,0.56,,1237774909,
600196,31/3/2009,0.14,0.14,,
600196,30/6/2009,0.28,0,1237774909,
600196,30/9/2009,1.79,1.79,,
600196,31/12/2009,2.02,2.02,1237774909,
600196,31/3/2010,0.27,0.27,,
600196,30/6/2010,0.44,0,1269594909,
600196,30/9/2010,0.39,0.39,,
600196,31/12/2010,0.46,0.46,1904392364,
600196,31/3/2011,0.13,0.13,,
600196,30/6/2011,0.46,0.46,1904392364,
600196,30/9/2011,0.56,0.56,,
600196,31/12/2011,0.61,0,1904392364,
600196,31/3/2012,0.18,0.18,,
600196,30/6/2012,0.37,0,1904392364,
600196,30/9/2012,0.57,0.57,,
600196,31/12/2012,0.8,0.8,2240462364,
600196,31/3/2013,0.16,0.16,,
600196,30/6/2013,0.47,0.47,2240462364,
600196,30/9/2013,0.62,0.62,,
600196,31/12/2013,0.9,0.9,2240462364,
600196,31/3/2014,0.18,0.18,,
600196,30/6/2014,0.44,0.44,2311611364,
600196,30/9/2014,0.69,0.69,,
600196,31/12/2014,0.92,0.92,2311611364,
600196,31/3/2015,0.23,0.23,,
600196,30/6/2015,0.56,0.56,2311380364,
600196,30/9/2015,0.82,0.82,,
600196,31/12/2015,1.07,1.06,2314075364,
600196,31/3/2016,0.27,0.27,,
600196,30/6/2016,0.65,0.65,2314075364,
600196,30/9/2016,0.94,0.94,,
600196,31/12/2016,1.21,1.2,2414512045,
600196,31/3/2017,0.32,0.31,,
600196,30/6/2017,0.7,0.7,2495131045,
600196,30/9/2017,0.99,0.99,,
600196,31/12/2017,1.27,1.27,2495131045,
600196,31/3/2018,0.28,0.28,,
600196,30/6/2018,0.63,0.63,2495060895,
600196,30/9/2018,0.83,0.83,,
600196,31/12/2018,1.07,1.07,2563060895,
600196,31/3/2019,0.28,0.28,,
600196,30/6/2019,0.59,0.59,2562898545,
600196,30/9/2019,0.81,0.81,,
600196,31/12/2019,1.3,1.3,2562898545,
600196,31/3/2020,0.23,0.23,,
600196,30/6/2020,0.67,0.67,2562898545,
600196,30/9/2020,0.97,0.97,,
600332,31/3/2007,0.09,0.09,,
600332,30/6/2007,0.2,0.2,810900000,
600332,30/9/2007,0.26,0.26,,
600332,31/12/2007,0.41,0.41,810900000,
600332,31/3/2008,0.14,0.14,,
600332,30/6/2008,0.21,0.21,810900000,
600332,30/9/2008,0.18,0.18,,
600332,31/12/2008,0.225,0.225,810900000,
600332,31/3/2009,0.047,0.047,,
600332,30/6/2009,0.144,0.144,810900000,
600332,30/9/2009,0.189,0.189,,
600332,31/12/2009,0.26,0.26,810900000,
600332,31/3/2010,0.084,0.084,,
600332,30/6/2010,0.208,0.208,810900000,
600332,30/9/2010,0.28,0.28,,
600332,31/12/2010,0.329,0.329,810900000,
600332,31/3/2011,0.107,0.107,,
600332,30/6/2011,0.222,0.222,810900000,
600332,30/9/2011,0.296,0.296,,
600332,31/12/2011,0.355,0.355,810900000,
600332,31/3/2012,0.151,0.151,,
600332,30/6/2012,0.268,0.268,810900000,
600332,30/9/2012,0.361,0.361,,
600332,31/12/2012,0.487,0.487,810900000,
600332,31/3/2013,0.189,0.189,,
600332,30/6/2013,0.466,0.466,1256501005,
600332,30/9/2013,0.573,0.573,,
600332,31/12/2013,0.768,0.768,1291340650,
600332,31/3/2014,0.246,0.246,,
600332,30/6/2014,0.522,0.522,1291340650,
600332,30/9/2014,0.664,0.664,,
600332,31/12/2014,0.923,0.923,1291340650,
600332,31/3/2015,0.283,0.283,,
600332,30/6/2015,0.6,0.6,1291079250,
600332,30/9/2015,0.743,0.743,,
600332,31/12/2015,1.007,1.007,1291079250,
600332,31/3/2016,0.317,0.317,,
600332,30/6/2016,0.644,0.644,1291079250,
600332,30/9/2016,0.8,0.8,,
600332,31/12/2016,1.075,1.075,1625790949,
600332,31/3/2017,0.298,0.298,,
600332,30/6/2017,0.712,0.712,1625790949,
600332,30/9/2017,0.91,0.91,,
600332,31/12/2017,1.268,1.268,1625790949,
600332,31/3/2018,0.557,0.557,,
600332,30/6/2018,1.611,1.611,1625790949,
600332,30/9/2018,2.12,2.12,,
600332,31/12/2018,2.116,2.116,1625790949,
600332,31/3/2019,0.865,0.865,,
600332,30/6/2019,1.567,1.567,1625790949,
600332,30/9/2019,1.943,1.943,,
600332,31/12/2019,1.961,1.961,1625790949,
600332,31/3/2020,0.728,0.728,,
600332,30/6/2020,1.085,1.085,1625790949,
600332,30/9/2020,1.636,1.636,,
600362,31/3/2007,0.29,0.29,,
600362,30/6/2007,0.69,,2895038200,
600362,30/9/2007,1.1,0,,
600362,31/12/2007,1.4,,3022833727,
600362,31/3/2008,0.42,0,,
600362,30/6/2008,0.92,,3022833727,
600362,30/9/2008,1.22,0,,
600362,31/12/2008,0.76,0.76,3022833727,
600362,31/3/2009,0.05,0.05,,
600362,30/6/2009,0.4,0.38,3022833727,
600362,30/9/2009,0.58,0.51,,
600362,31/12/2009,0.78,0.72,3022833727,
600362,31/3/2010,0.23,0.21,,
600362,30/6/2010,0.7,0.65,3022833727,
600362,30/9/2010,1.12,1.12,,
600362,31/12/2010,1.56,1.48,3462729405,
600362,31/3/2011,0.46,0.46,,
600362,30/6/2011,1.22,1.22,3462729405,
600362,30/9/2011,1.59,1.59,,
600362,31/12/2011,1.89,1.89,3462729405,
600362,31/3/2012,0.41,0.41,,
600362,30/6/2012,0.74,0.74,3462729405,
600362,30/9/2012,1.1,1.1,,
600362,31/12/2012,1.51,1.51,3462729405,
600362,31/3/2013,0.28,0.28,,
600362,30/6/2013,0.36,0,3462729405,
600362,30/9/2013,0.71,0.71,,
600362,31/12/2013,1.03,1.03,3462729405,
600362,31/3/2014,0.1,0.1,,
600362,30/6/2014,0.35,0,3462729405,
600362,30/9/2014,0.67,0,,
600362,31/12/2014,0.82,0.82,3462729405,
600362,31/3/2015,0.04,0.04,,
600362,30/6/2015,0.26,0,3462729405,
600362,30/9/2015,0.35,0,,
600362,31/12/2015,0.18,0.18,3462729405,
600362,31/3/2016,0.06,0.06,,
600362,30/6/2016,0.14,0,3462729405,
600362,30/9/2016,0.29,0,,
600362,31/12/2016,0.23,0.23,3462729405,
600362,31/3/2017,0.16,0.16,,
600362,30/6/2017,0.24,,3462729405,
600362,30/9/2017,0.46,,,
600362,31/12/2017,0.46,0.46,3462729405,
600362,31/3/2018,0.22,0.22,,
600362,30/6/2018,0.37,,3462729405,
600362,30/9/2018,0.59,,,
600362,31/12/2018,0.71,0.71,3462729405,
600362,31/3/2019,0.21,0.21,,
600362,30/6/2019,0.38,,3462729405,
600362,30/9/2019,0.6,,,
600362,31/12/2019,0.71,,3462729405,
600362,31/3/2020,0.05,,,
600362,30/6/2020,0.22,,3462729405,
600362,30/9/2020,0.44,,,
600377,31/3/2007,0.08,0.08,,
600377,30/6/2007,,,5037747500,
600377,30/9/2007,,,,
600377,31/12/2007,0.3178,,5037747500,
600377,31/3/2008,0.08,,,
600377,30/6/2008,0.17,,5037747500,
600377,30/9/2008,0.248,0.248,,
600377,31/12/2008,0.309,0.309,5037747500,
600377,31/3/2009,0.08,0.08,,
600377,30/6/2009,0.19,0.19,5037747500,
600377,30/9/2009,0.301,0.301,,
600377,31/12/2009,0.3992,0,5037747500,
600377,31/3/2010,0.1183,0,,
600377,30/6/2010,0.2527,0,5037747500,
600377,30/9/2010,0.3835,0,,
600377,31/12/2010,0.4932,0,5037747500,
600377,31/3/2011,0.1304,0,,
600377,30/6/2011,0.26,0,5037747500,
600377,30/9/2011,0.378,0,,
600377,31/12/2011,0.4823,0,5037747500,
600377,31/3/2012,0.1248,0,,
600377,30/6/2012,0.2503,0,5037747500,
600377,30/9/2012,0.3834,0,,
600377,31/12/2012,0.4632,0,5037747500,
600377,31/3/2013,0.1256,0,,
600377,30/6/2013,0.2849,0,5037747500,
600377,30/9/2013,0.4279,0,,
600377,31/12/2013,0.5375,0,5037747500,
600377,31/3/2014,0.1259,0,,
600377,30/6/2014,0.2668,0,5037747500,
600377,30/9/2014,0.4105,0,,
600377,31/12/2014,0.5111,0,5037747500,
600377,31/3/2015,0.1411,0,,
600377,30/6/2015,0.3428,0,5037747500,
600377,30/9/2015,0.4897,0,,
600377,31/12/2015,0.4976,0,5037747500,
600377,31/3/2016,0.1536,0,,
600377,30/6/2016,0.3096,0,5037747500,
600377,30/9/2016,0.4843,0,,
600377,31/12/2016,0.6642,,5037747500,
600377,31/3/2017,0.1744,,,
600377,30/6/2017,0.3771,,5037747500,
600377,30/9/2017,0.5749,,,
600377,31/12/2017,0.7122,,5037747500,
600377,31/3/2018,0.2019,,,
600377,30/6/2018,0.4939,,5037747500,
600377,30/9/2018,0.7249,,,
600377,31/12/2018,0.8688,,5037747500,
600377,31/3/2019,0.2053,,,
600377,30/6/2019,0.4529,,5037747500,
600377,30/9/2019,0.7065,,,
600377,31/12/2019,0.8336,,5037747500,
600377,31/3/2020,-0.0065,,,
600377,30/6/2020,0.0964,,5037747500,
600377,30/9/2020,0.3762,,,
600547,31/3/2007,0.27,,,
600547,30/6/2007,0.58,0,160000000,
600547,30/9/2007,0.95,0,,
600547,31/12/2007,1.21,1.21,160000000,
600547,31/3/2008,1.2,0,,
600547,30/6/2008,1.4,1.4,355768102,
600547,30/9/2008,1.76,1.76,,
600547,31/12/2008,1.81,1.81,355768102,
600547,31/3/2009,0.44,0.44,,
600547,30/6/2009,0.68,0.68,711536204,
600547,30/9/2009,0.88,0.88,,
600547,31/12/2009,1.05,1.05,711536204,
600547,31/3/2010,0.38,0.38,,
600547,30/6/2010,0.4,0.4,1423072408,
600547,30/9/2010,0.6558,0.6558,,
600547,31/12/2010,0.86,0.86,1423072408,
600547,31/3/2011,0.31,0.31,,
600547,30/6/2011,0.7371,0.7371,1423072408,
600547,30/9/2011,1.1889,1.1889,,
600547,31/12/2011,1.34,1.34,1423072408,
600547,31/3/2012,0.43,0.43,,
600547,30/6/2012,0.99,0.99,1423072408,
600547,30/9/2012,1.29,1.29,,
600547,31/12/2012,1.53,1.53,1423072408,
600547,31/3/2013,0.4,0.4,,
600547,30/6/2013,0.68,0.68,1423072408,
600547,30/9/2013,0.8,0.8,,
600547,31/12/2013,0.79,0.79,1423072408,
600547,31/3/2014,0.07,0.07,,
600547,30/6/2014,0.22,0.22,1423072408,
600547,30/9/2014,0.42,0.42,,
600547,31/12/2014,0.58,0.58,1423072408,
600547,31/3/2015,-0.05,-0.05,,
600547,30/6/2015,0.03,0.03,1423072408,
600547,30/9/2015,0.19,0.19,,
600547,31/12/2015,0.41,0.41,1423072408,
600547,31/3/2016,0.16,0.16,,
600547,30/6/2016,0.39,0.39,1423072408,
600547,30/9/2016,0.51,0.51,,
600547,31/12/2016,0.77,0.77,1857118809,
600547,31/3/2017,0.18,0.18,,
600547,30/6/2017,0.33,0.33,1857118809,
600547,30/9/2017,0.48,0.48,,
600547,31/12/2017,0.61,0.61,1857118809,
600547,31/3/2018,0.19,0.19,,
600547,30/6/2018,0.33,0.33,1857118809,
600547,30/9/2018,0.41,0.41,,
600547,31/12/2018,0.45,0.45,2214008309,
600547,31/3/2019,0.17,0.17,,
600547,30/6/2019,0.3,0.3,2214008309,
600547,30/9/2019,0.31,0.31,,
600547,31/12/2019,0.42,0.42,3099611632,
600547,31/3/2020,0.18,0.18,,
600547,30/6/2020,0.27,0.27,3099611632,
600547,30/9/2020,0.42,0.42,,
600548,31/3/2007,0.14,0.14,,
600548,30/6/2007,0.2,0.2,2180700000,
600548,30/9/2007,0.3,0.3,,
600548,31/12/2007,0.31,0.31,2180700000,
600548,31/3/2008,0.07,0.07,,
600548,30/6/2008,0.15,0.15,2180700000,
600548,30/9/2008,0.196,0.196,,
600548,31/12/2008,0.231,0.231,2180700000,
600548,31/3/2009,0.056,0.056,,
600548,30/6/2009,0.144,0.144,2180700000,
600548,30/9/2009,0.209,0.209,,
600548,31/12/2009,0.248,0.248,2180770326,
600548,31/3/2010,0.077,0.077,,
600548,30/6/2010,0.165,0.165,2180770326,
600548,30/9/2010,0.266,0.266,,
600548,31/12/2010,0.342,0.342,2180770326,
600548,31/3/2011,0.085,0.085,,
600548,30/6/2011,0.162,0.162,2180770326,
600548,30/9/2011,0.324,0.324,,
600548,31/12/2011,0.401,0.401,2180770326,
600548,31/3/2012,0.109,0.109,,
600548,30/6/2012,0.192,0.192,2180770326,
600548,30/9/2012,0.265,0.265,,
600548,31/12/2012,0.314,0.314,2180770326,
600548,31/3/2013,0.079,0.079,,
600548,30/6/2013,0.177,0.177,2180770326,
600548,30/9/2013,0.291,0.291,,
600548,31/12/2013,0.33,0.33,2180770326,
600548,31/3/2014,0.109,0.109,,
600548,30/6/2014,0.778,0.778,2180770326,
600548,30/9/2014,0.919,0.919,,
600548,31/12/2014,1.003,1.003,2180770326,
600548,31/3/2015,0.117,0.117,,
600548,30/6/2015,0.247,0.247,2180770326,
600548,30/9/2015,0.391,0.391,,
600548,31/12/2015,0.712,0.712,2180770326,
600548,31/3/2016,0.115,0.115,,
600548,30/6/2016,0.282,0.282,2180770326,
600548,30/9/2016,0.434,0.434,,
600548,31/12/2016,0.536,0.536,2180770326,
600548,31/3/2017,0.16,0.16,,
600548,30/6/2017,0.34,0.34,2180770326,
600548,30/9/2017,0.555,0.555,,
600548,31/12/2017,0.654,0.654,2180770326,
600548,31/3/2018,0.182,0.182,,
600548,30/6/2018,0.444,0.444,2180770326,
600548,30/9/2018,0.697,0.697,,
600548,31/12/2018,1.577,1.577,2180770326,
600548,31/3/2019,0.214,0.214,,
600548,30/6/2019,0.723,0.723,2180770326,
600548,30/9/2019,0.986,0.986,,
600548,31/12/2019,1.146,1.146,2180770326,
600548,31/3/2020,-0.061,-0.061,,
600548,30/6/2020,0.02,0.02,2180770326,
600548,30/9/2020,0.289,0.289,,
600585,31/3/2007,0.17,0.17,,
600585,30/6/2007,0.64,0,1566434193,
600585,30/9/2007,1.04,,,
600585,31/12/2007,1.7,1.7,1566434193,
600585,31/3/2008,0.29,0.29,,
600585,30/6/2008,0.82,0.82,1766434193,
600585,30/9/2008,1.22,1.22,,
600585,31/12/2008,1.55,1.55,1766434193,
600585,31/3/2009,0.23,0.23,,
600585,30/6/2009,0.73,0.73,1766434193,
600585,30/9/2009,1.27,1.27,,
600585,31/12/2009,2.01,2.01,1766434193,
600585,31/3/2010,0.45,0.45,,
600585,30/6/2010,0.51,0.51,3532868386,
600585,30/9/2010,0.89,0.89,,
600585,31/12/2010,1.75,1.75,3532868386,
600585,31/3/2011,0.63,0.63,,
