Stkcd,StartDate,Accper,StateTypeCode,Source,CoverPeriod,eps,eps_diluted
2628,1/1/2019,30/6/2019,C,5,6,0.57,0.57
2628,1/1/2019,31/12/2019,A,5,12,2.05,2.05
2628,1/1/2019,31/12/2019,C,5,12,0.39,0.39
2628,1/1/2020,30/6/2020,A,5,6,1.07,1.07
2628,1/1/2020,30/6/2020,C,5,6,1.32,1.32
3328,1/1/2003,31/12/2003,A,4,12,0.23,
3328,1/1/2004,30/6/2004,A,4,6,-0.1,
3328,1/1/2004,31/12/2004,A,4,12,0.05,
3328,1/1/2005,30/6/2005,A,5,6,0.1,
3328,1/1/2005,31/12/2005,A,5,12,0.2,
3328,1/1/2006,30/6/2006,A,5,6,0.11,
3328,1/1/2006,31/12/2006,A,5,12,0.23,
3328,1/1/2007,30/6/2007,A,5,6,0.16,
3328,1/1/2007,31/12/2007,A,5,12,0.39,
3328,1/1/2008,30/6/2008,A,5,6,0.31,
3328,1/1/2008,31/12/2008,A,5,12,0.57,
3328,1/1/2009,30/6/2009,A,5,6,0.31,
3328,1/1/2009,31/12/2009,A,5,12,0.61,
3328,1/1/2010,30/6/2010,A,5,6,0.41,
3328,1/1/2010,31/12/2010,A,5,12,0.78,
3328,1/1/2011,30/6/2011,A,5,6,0.51,
3328,1/1/2011,31/12/2011,A,5,12,0.82,0
3328,1/1/2011,31/12/2011,C,5,12,0.66,0
3328,1/1/2012,30/6/2012,A,5,6,0.5,0
3328,1/1/2012,30/6/2012,C,5,6,0.43,0
3328,1/1/2012,31/12/2012,A,5,12,0.88,0
3328,1/1/2012,31/12/2012,C,5,12,0.82,0
3328,1/1/2013,30/6/2013,A,5,6,0.47,0
3328,1/1/2013,30/6/2013,C,5,6,0.5,0
3328,1/1/2013,31/12/2013,A,5,12,0.84,0.84
3328,1/1/2013,31/12/2013,C,5,12,0.88,0.88
3328,1/1/2014,30/6/2014,A,5,6,0.5,0.5
3328,1/1/2014,30/6/2014,C,5,6,0.47,0.47
3328,1/1/2014,31/12/2014,A,5,12,0.89,0.89
3328,1/1/2014,31/12/2014,C,5,12,0.84,0.84
3328,1/1/2015,30/6/2015,A,5,6,0.5,0.5
3328,1/1/2015,30/6/2015,C,5,6,0.5,0.5
3328,1/1/2015,31/12/2015,A,5,12,0.9,0.9
3328,1/1/2015,31/12/2015,C,5,12,0.89,0.89
3328,1/1/2016,30/6/2016,A,5,6,0.5,0.5
3328,1/1/2016,30/6/2016,C,5,6,0.5,0.5
3328,1/1/2016,31/12/2016,A,5,12,0.89,0.89
3328,1/1/2016,31/12/2016,C,5,12,0.9,0.9
3328,1/1/2017,30/6/2017,A,5,6,0.49,0.49
3328,1/1/2017,30/6/2017,C,5,6,0.5,0.5
3328,1/1/2017,31/12/2017,A,5,12,0.91,0.91
3328,1/1/2017,31/12/2017,C,5,12,0.89,0.89
3328,1/1/2018,30/6/2018,A,5,6,0.51,0.51
3328,1/1/2018,30/6/2018,C,5,6,0.49,0.49
3328,1/1/2018,31/12/2018,A,5,12,0.96,0.96
3328,1/1/2018,31/12/2018,C,5,12,0.91,0.91
3328,1/1/2019,30/6/2019,A,5,6,0.54,0.54
3328,1/1/2019,30/6/2019,C,5,6,0.51,0.51
3328,1/1/2019,31/12/2019,A,5,12,1,1
3328,1/1/2019,31/12/2019,C,5,12,0.96,0.96
3328,1/1/2020,30/6/2020,A,5,6,0.46,0.46
3328,1/1/2020,30/6/2020,C,5,6,0.54,0.54
3958,1/1/2013,31/12/2013,A,4,12,0.24,0
3958,1/1/2014,31/12/2014,A,4,12,0.55,0
3958,1/1/2015,31/12/2015,A,4,12,1.46,0
3958,1/1/2016,30/6/2016,A,5,6,0.24,0
3958,1/1/2016,30/6/2016,C,5,6,1.23,0
3958,1/1/2016,31/12/2016,A,5,12,0.41,0.41
3958,1/1/2016,31/12/2016,C,5,12,1.46,1.46
3958,1/1/2017,30/6/2017,A,5,6,0.28,
3958,1/1/2017,30/6/2017,C,5,6,0.24,
3958,1/1/2017,31/12/2017,C,5,12,0.41,0.41
3958,1/1/2017,31/12/2017,A,5,12,0.57,
3958,1/1/2018,30/6/2018,A,5,6,0.1,
3958,1/1/2018,30/6/2018,C,5,6,0.28,
3958,1/1/2018,31/12/2018,A,5,12,0.18,
3958,1/1/2018,31/12/2018,C,5,12,0.57,
3958,1/1/2019,30/6/2019,A,5,6,0.17,
3958,1/1/2019,30/6/2019,C,5,6,0.1,
3958,1/1/2019,31/12/2019,A,5,12,0.35,
3958,1/1/2019,31/12/2019,C,5,12,0.18,
3958,1/1/2020,30/6/2020,A,5,6,0.22,
3958,1/1/2020,30/6/2020,C,5,6,0.17,
3968,1/1/2003,31/12/2003,A,4,12,0.14,
3968,1/1/2004,31/12/2004,A,4,12,0.2,
3968,1/1/2005,31/12/2005,A,4,12,0.23,
3968,1/1/2006,30/6/2006,A,4,6,0.16,
3968,1/1/2006,31/12/2006,A,5,12,0.38,
3968,1/1/2007,30/6/2007,A,5,6,0.31,
3968,1/1/2007,31/12/2007,A,5,12,0.8,
3968,1/1/2008,30/6/2008,A,5,6,0.74,
3968,1/1/2008,31/12/2008,A,5,12,1.15,
3968,1/1/2009,30/6/2009,A,5,6,0.45,
3968,1/1/2009,31/12/2009,A,5,12,1,
3968,1/1/2010,30/6/2010,A,5,6,0.73,
3968,1/1/2010,31/12/2010,A,5,12,1.42,
3968,1/1/2011,30/6/2011,A,5,6,1.01,
3968,1/1/2011,31/12/2011,A,5,12,1.67,1.67
3968,1/1/2011,31/12/2011,C,5,12,1.23,1.23
3968,1/1/2012,30/6/2012,A,5,6,1.08,1.08
3968,1/1/2012,30/6/2012,C,5,6,0.86,0.86
3968,1/1/2012,31/12/2012,A,5,12,2.1,2.1
3968,1/1/2012,31/12/2012,C,5,12,1.67,1.67
3968,1/1/2013,30/6/2013,A,5,6,1.22,1.22
3968,1/1/2013,30/6/2013,C,5,6,1.08,1.08
3968,1/1/2013,31/12/2013,A,5,12,2.3,2.3
3968,1/1/2013,31/12/2013,C,5,12,2.1,2.1
3968,1/1/2014,30/6/2014,A,5,6,1.21,1.21
3968,1/1/2014,30/6/2014,C,5,6,1.22,1.22
3968,1/1/2014,31/12/2014,A,5,12,2.22,2.22
3968,1/1/2014,31/12/2014,C,5,12,2.3,2.3
3968,1/1/2015,30/6/2015,A,5,6,1.31,1.31
3968,1/1/2015,30/6/2015,C,5,6,1.21,1.21
3968,1/1/2015,31/12/2015,A,5,12,2.29,2.29
3968,1/1/2015,31/12/2015,C,5,12,2.22,2.22
3968,1/1/2016,30/6/2016,A,5,6,1.4,1.4
3968,1/1/2016,30/6/2016,C,5,6,1.31,1.31
3968,1/1/2016,31/12/2016,A,5,12,2.46,2.46
3968,1/1/2016,31/12/2016,C,5,12,2.29,2.29
3968,1/1/2017,30/6/2017,A,5,6,1.56,1.56
3968,1/1/2017,30/6/2017,C,5,6,1.4,1.4
3968,1/1/2017,31/12/2017,A,5,12,2.78,2.78
3968,1/1/2017,31/12/2017,C,5,12,2.46,2.46
3968,1/1/2018,30/6/2018,A,5,6,1.77,1.77
3968,1/1/2018,30/6/2018,C,5,6,1.56,1.56
3968,1/1/2018,31/12/2018,A,5,12,3.13,3.13
3968,1/1/2018,31/12/2018,C,5,12,2.78,2.78
3968,1/1/2019,30/6/2019,A,5,6,2.01,2.01
3968,1/1/2019,30/6/2019,C,5,6,1.77,1.77
3968,1/1/2019,31/12/2019,A,5,12,3.62,3.62
3968,1/1/2019,31/12/2019,C,5,12,3.13,3.13
3988,1/1/2003,31/12/2003,A,4,12,0.15,
3988,1/1/2004,31/12/2004,A,4,12,0.11,
3988,1/1/2005,30/6/2005,A,4,6,0.07,
3988,1/1/2005,31/12/2005,A,4,12,0.13,
3988,1/1/2006,30/6/2006,A,5,6,0.08,
3988,1/1/2006,31/12/2006,A,5,12,0.18,0.18
3988,1/1/2006,31/12/2006,C,5,12,0.14,0.14
3988,1/1/2007,30/6/2007,A,5,6,0.12,0.12
3988,1/1/2007,30/6/2007,C,5,6,0.09,0.09
3988,1/1/2007,30/9/2007,A,5,9,0.18,0.18
3988,1/1/2007,30/9/2007,C,5,9,0.14,0.14
3988,1/1/2007,31/12/2007,A,5,12,0.22,0.22
3988,1/1/2007,31/12/2007,C,5,12,0.18,0.18
3988,1/1/2008,31/3/2008,A,5,3,0.09,0.09
3988,1/1/2008,31/3/2008,C,5,3,0.05,0.05
3988,1/1/2008,30/6/2008,A,5,6,0.17,0.17
3988,1/1/2008,30/6/2008,C,5,6,0.12,0.12
3988,1/1/2008,30/9/2008,A,5,9,0.24,0.24
3988,1/1/2008,30/9/2008,C,5,9,0.18,0.18
3988,1/1/2008,31/12/2008,A,5,12,0.25,0.25
3988,1/1/2008,31/12/2008,C,5,12,0.22,0.22
3988,1/1/2009,31/3/2009,A,5,3,0.07,0.07
3988,1/1/2009,31/3/2009,C,5,3,0.09,0.09
3988,1/1/2009,30/6/2009,A,5,6,0.16,0.16
3988,1/1/2009,30/6/2009,C,5,6,0.17,0.17
3988,1/1/2009,30/9/2009,A,5,9,0.25,0.25
3988,1/1/2009,30/9/2009,C,5,9,0.24,0.24
3988,1/1/2009,31/12/2009,A,5,12,0.32,0.32
3988,1/1/2009,31/12/2009,C,5,12,0.25,0.25
3988,1/1/2010,31/3/2010,A,5,3,0.1,0.1
3988,1/1/2010,31/3/2010,C,5,3,0.07,0.07
3988,1/1/2010,30/6/2010,A,5,6,0.2,0.2
3988,1/1/2010,30/6/2010,C,5,6,0.16,0.16
3988,1/1/2010,30/9/2010,A,5,9,0.31,0.31
3988,1/1/2010,30/9/2010,C,5,9,0.24,0.24
3988,1/1/2010,31/12/2010,A,5,12,0.39,0.39
3988,1/1/2010,31/12/2010,C,5,12,0.31,0.31
3988,1/1/2011,31/3/2011,A,5,3,0.12,0.12
3988,1/1/2011,31/3/2011,C,5,3,0.1,0.1
3988,1/1/2011,30/6/2011,A,5,6,0.24,0.23
3988,1/1/2011,30/6/2011,C,5,6,0.2,0.2
3988,1/1/2011,30/9/2011,A,5,9,0.35,0.33
3988,1/1/2011,30/9/2011,C,5,9,0.3,0.3
3988,1/1/2011,31/12/2011,A,5,12,0.44,0.43
3988,1/1/2011,31/12/2011,C,5,12,0.39,0.39
3988,1/1/2012,31/3/2012,A,5,3,0.13,0.13
3988,1/1/2012,31/3/2012,C,5,3,0.12,0.12
3988,1/1/2012,30/6/2012,A,5,6,0.26,0.25
3988,1/1/2012,30/6/2012,C,5,6,0.24,0.23
3988,1/1/2012,30/9/2012,A,5,9,0.38,0.37
3988,1/1/2012,30/9/2012,C,5,9,0.35,0.33
3988,1/1/2012,31/12/2012,A,5,12,0.5,0.48
3988,1/1/2012,31/12/2012,C,5,12,0.45,0.43
3988,1/1/2013,31/3/2013,A,5,3,0.14,0.14
3988,1/1/2013,31/3/2013,C,5,3,0.13,0.13
3988,1/1/2013,30/6/2013,A,5,6,0.29,0.28
3988,1/1/2013,30/6/2013,C,5,6,0.26,0.25
3988,1/1/2013,30/9/2013,A,5,9,0.43,0.41
3988,1/1/2013,30/9/2013,C,5,9,0.38,0.37
3988,1/1/2013,31/12/2013,A,5,12,0.56,0.54
3988,1/1/2013,31/12/2013,C,5,12,0.5,0.48
3988,1/1/2014,31/3/2014,A,5,3,0.16,0.16
3988,1/1/2014,31/3/2014,C,5,3,0.14,0.14
3988,1/1/2014,30/6/2014,A,5,6,0.32,0.31
3988,1/1/2014,30/6/2014,C,5,6,0.29,0.28
3988,1/1/2014,30/9/2014,A,5,9,0.47,0.45
3988,1/1/2014,30/9/2014,C,5,9,0.43,0.41
3988,1/1/2014,31/12/2014,A,5,12,0.61,0.58
3988,1/1/2014,31/12/2014,C,5,12,0.56,0.54
3988,1/1/2015,31/3/2015,A,5,3,0.16,0.16
3988,1/1/2015,31/3/2015,C,5,3,0.16,0.16
3988,1/1/2015,30/6/2015,A,5,6,0.31,0.31
3988,1/1/2015,30/6/2015,C,5,6,0.32,0.31
3988,1/1/2015,31/12/2015,A,5,12,0.56,0.56
3988,1/1/2015,31/12/2015,C,5,12,0.61,0.58
3988,1/1/2016,30/6/2016,A,5,6,0.31,0.31
3988,1/1/2016,30/6/2016,C,5,6,0.31,0.31
3988,1/1/2016,31/12/2016,A,5,12,0.54,0.54
3988,1/1/2016,31/12/2016,C,5,12,0.56,0.56
3988,1/1/2017,30/6/2017,A,5,6,0.35,0.35
3988,1/1/2017,30/6/2017,C,5,6,0.31,0.31
3988,1/1/2017,31/12/2017,A,5,12,0.56,0.56
3988,1/1/2017,31/12/2017,C,5,12,0.54,0.54
3988,1/1/2018,30/6/2018,A,5,6,0.37,0.37
3988,1/1/2018,30/6/2018,C,5,6,0.35,0.35
3988,1/1/2018,31/12/2018,A,5,12,0.59,0.59
3988,1/1/2018,31/12/2018,C,5,12,0.56,0.56
3988,1/1/2019,30/6/2019,A,5,6,0.38,0.38
3988,1/1/2019,30/6/2019,C,5,6,0.37,0.37
3988,1/1/2019,31/12/2019,A,5,12,0.61,0.61
3988,1/1/2019,31/12/2019,C,5,12,0.59,0.59
3988,1/1/2020,30/6/2020,A,5,6,0.32,0.32
3988,1/1/2020,30/6/2020,C,5,6,0.38,0.38
6030,1/1/2011,31/12/2011,A,5,12,1.23,1.23
6030,1/1/2011,31/12/2011,C,5,12,1.14,1.14
6030,1/1/2012,30/6/2012,A,5,6,0.2,0.2
6030,1/1/2012,30/6/2012,C,5,6,0.3,0.3
6030,1/1/2012,31/12/2012,A,5,12,0.38,0.38
6030,1/1/2012,31/12/2012,C,5,12,1.23,1.23
6030,1/1/2013,30/6/2013,A,5,6,0.19,0.19
6030,1/1/2013,30/6/2013,C,5,6,0.2,0.2
6030,1/1/2013,31/12/2013,A,5,12,0.48,0.48
6030,1/1/2013,31/12/2013,C,5,12,0.38,0.38
6030,1/1/2014,30/6/2014,A,5,6,0.37,0.37
6030,1/1/2014,30/6/2014,C,5,6,0.19,0.19
6030,1/1/2014,31/12/2014,A,5,12,1.03,1.03
6030,1/1/2014,31/12/2014,C,5,12,0.48,0.48
6030,1/1/2015,30/6/2015,A,5,6,1.13,1.13
6030,1/1/2015,30/6/2015,C,5,6,0.37,0.37
6030,1/1/2015,31/12/2015,A,5,12,1.71,1.71
6030,1/1/2015,31/12/2015,C,5,12,1.03,1.03
6030,1/1/2016,30/6/2016,A,5,6,0.43,0.43
6030,1/1/2016,30/6/2016,C,5,6,1.13,1.13
6030,1/1/2016,31/12/2016,A,5,12,0.86,0.86
6030,1/1/2016,31/12/2016,C,5,12,1.71,1.71
6030,1/1/2017,30/6/2017,A,5,6,0.41,0.41
6030,1/1/2017,30/6/2017,C,5,6,0.43,0.43
6030,1/1/2017,31/12/2017,A,5,12,0.94,0.94
6030,1/1/2017,31/12/2017,C,5,12,0.86,0.86
6030,1/1/2018,30/6/2018,A,5,6,0.46,0.46
6030,1/1/2018,30/6/2018,C,5,6,0.41,0.41
6030,1/1/2018,31/12/2018,A,5,12,0.77,0.77
6030,1/1/2018,31/12/2018,C,5,12,0.94,0.94
6030,1/1/2019,30/6/2019,A,5,6,0.53,0.53
6030,1/1/2019,30/6/2019,C,5,6,0.46,0.46
6030,1/1/2019,31/12/2019,A,5,12,1.01,1.01
6030,1/1/2019,31/12/2019,C,5,12,0.77,0.77
6099,1/1/2013,31/12/2013,A,4,12,0.48,0.48
6099,1/1/2014,31/12/2014,A,4,12,0.72,0.72
6099,1/1/2015,30/6/2015,A,4,6,1.26,1.26
6099,1/1/2015,31/12/2015,A,4,12,1.88,1.88
6099,1/1/2016,30/6/2016,A,4,6,0.39,0.39
6099,1/1/2016,31/12/2016,A,5,12,0.91,0.91
6099,1/1/2016,31/12/2016,C,5,12,1.88,1.88
6099,1/1/2017,30/6/2017,A,5,6,0.35,0.35
6099,1/1/2017,30/6/2017,C,5,6,0.39,0.39
6099,1/1/2017,31/12/2017,A,5,12,0.78,0.78
6099,1/1/2017,31/12/2017,C,5,12,0.91,0.91
6099,1/1/2018,30/6/2018,A,5,6,0.21,
6099,1/1/2018,30/6/2018,C,5,6,0.35,
6099,1/1/2018,31/12/2018,A,5,12,0.54,
6099,1/1/2018,31/12/2018,C,5,12,0.78,
6099,1/1/2019,30/6/2019,A,5,6,0.46,
6099,1/1/2019,30/6/2019,C,5,6,0.21,
6099,1/1/2019,31/12/2019,A,5,12,0.97,
6099,1/1/2019,31/12/2019,C,5,12,0.54,
6099,1/1/2020,30/6/2020,A,5,6,0.5,
6099,1/1/2020,30/6/2020,C,5,6,0.39,
6178,1/1/2013,31/12/2013,A,4,12,0.06,0.06
6178,1/1/2014,31/12/2014,A,4,12,0.61,0.61
6178,1/1/2015,31/3/2015,A,4,3,0.44,0.44
6178,1/1/2015,31/12/2015,A,4,12,2.14,2.14
6178,1/1/2016,31/3/2016,A,4,3,0.16,0.16
6178,1/1/2016,30/6/2016,A,5,6,1.43,1.43
6178,1/1/2016,30/6/2016,C,5,6,0.39,0.39
6178,1/1/2016,31/12/2016,A,5,12,0.74,0.74
6178,1/1/2016,31/12/2016,C,5,12,2.14,2.14
6178,1/1/2017,30/6/2017,A,5,6,0.27,0.27
6178,1/1/2017,30/6/2017,C,5,6,0.39,0.39
6178,1/1/2017,31/12/2017,A,5,12,0.65,0.65
6178,1/1/2017,31/12/2017,C,5,12,0.74,0.74
6178,1/1/2018,30/6/2018,A,5,6,0.21,0.21
6178,1/1/2018,30/6/2018,C,5,6,0.27,0.27
6178,1/1/2018,31/12/2018,A,5,12,0.02,0.02
6178,1/1/2018,31/12/2018,C,5,12,0.65,0.65
6178,1/1/2019,30/6/2019,A,5,6,0.35,0.35
6178,1/1/2019,30/6/2019,C,5,6,0.21,0.21
6178,1/1/2019,31/12/2019,A,5,12,0.12,0.12
6178,1/1/2019,31/12/2019,C,5,12,0.02,0.02
6178,1/1/2020,30/6/2020,A,5,6,0.47,0.47
6178,1/1/2020,30/6/2020,C,5,6,0.35,0.35
6806,1/1/2019,30/6/2019,A,5,6,0.14,0.14
6806,1/1/2019,30/6/2019,C,5,6,0.09,0.09
6806,1/1/2019,31/12/2019,A,5,12,0.24,0.24
6806,1/1/2019,31/12/2019,C,5,12,0.19,0.19
6806,1/1/2020,30/6/2020,A,5,6,0.16,0.16
6806,1/1/2020,30/6/2020,C,5,6,0.14,0.14
6818,1/1/2010,31/12/2010,A,4,12,,
6818,1/1/2011,31/12/2011,A,4,12,,
6818,1/1/2012,30/6/2012,A,4,6,,
6818,1/1/2012,31/12/2012,A,4,12,,
6818,1/1/2013,30/6/2013,A,4,6,,
6818,1/1/2013,31/12/2013,A,5,12,0.66,0.66
6818,1/1/2013,31/12/2013,C,5,12,0.58,0.58
6818,1/1/2014,30/6/2014,A,5,6,0.34,0.34
6818,1/1/2014,30/6/2014,C,5,6,0.37,0.37
6818,1/1/2014,31/12/2014,A,5,12,0.62,0.62
6818,1/1/2014,31/12/2014,C,5,12,0.66,0.66
6818,1/1/2015,30/6/2015,A,5,6,0.35,0.35
6818,1/1/2015,30/6/2015,C,5,6,0.34,0.34
6818,1/1/2015,31/12/2015,A,5,12,0.63,0.63
6818,1/1/2015,31/12/2015,C,5,12,0.62,0.62
6818,1/1/2016,30/6/2016,A,5,6,0.33,0.33
6818,1/1/2016,30/6/2016,C,5,6,0.35,0.35
6818,1/1/2016,31/12/2016,A,5,12,0.63,0.63
6818,1/1/2016,31/12/2016,C,5,12,0.63,0.63
6818,1/1/2017,30/6/2017,A,5,6,0.34,0.32
6818,1/1/2017,30/6/2017,C,5,6,0.33,0.33
6818,1/1/2018,30/6/2018,A,5,6,0.32,0.29
6818,1/1/2018,30/6/2018,C,5,6,0.34,0.32
6818,1/1/2018,31/12/2018,A,5,12,0.61,0.55
6818,1/1/2018,31/12/2018,C,5,12,0.64,0.59
6818,1/1/2019,30/6/2019,A,5,6,0.37,0.33
6818,1/1/2019,30/6/2019,C,5,6,0.32,0.29
6818,1/1/2019,31/12/2019,A,5,12,0.68,0.62
6818,1/1/2019,31/12/2019,C,5,12,0.61,0.55
6818,1/1/2020,30/6/2020,A,5,6,0.31,0.28
6818,1/1/2020,30/6/2020,C,5,6,0.37,0.33
6837,1/1/2012,30/6/2012,A,5,6,0.23,0.23
6837,1/1/2012,30/6/2012,C,5,6,0.27,0.27
6837,1/1/2012,31/12/2012,A,5,12,0.33,0.33
6837,1/1/2012,31/12/2012,C,5,12,0.38,0.38
6837,1/1/2013,30/6/2013,A,5,6,0.28,0.28
6837,1/1/2013,30/6/2013,C,5,6,0.23,0.23
6837,1/1/2013,31/12/2013,A,5,12,0.42,0.42
6837,1/1/2013,31/12/2013,C,5,12,0.33,0.33
6837,1/1/2014,30/6/2014,A,5,6,0.3,0.3
6837,1/1/2014,30/6/2014,C,5,6,0.28,0.28
6837,1/1/2014,31/12/2014,A,5,12,0.8,0.8
6837,1/1/2014,31/12/2014,C,5,12,0.42,0.42
6837,1/1/2015,30/6/2015,A,5,6,1.03,1.02
6837,1/1/2015,30/6/2015,C,5,6,0.3,0.3
6837,1/1/2015,31/12/2015,A,5,12,1.48,1.48
6837,1/1/2015,31/12/2015,C,5,12,0.8,0.8
6837,1/1/2016,30/6/2016,A,5,6,0.37,0.37
6837,1/1/2016,30/6/2016,C,5,6,1.03,1.02
6837,1/1/2016,31/12/2016,A,5,12,0.7,0.7
6837,1/1/2016,31/12/2016,C,5,12,1.48,1.48
6837,1/1/2017,30/6/2017,A,5,6,0.35,0.35
6837,1/1/2017,30/6/2017,C,5,6,0.37,0.37
6837,1/1/2017,31/12/2017,A,5,12,0.75,0.74
6837,1/1/2017,31/12/2017,C,5,12,0.7,0.7
6837,1/1/2018,30/6/2018,A,5,6,0.26,0.26
6837,1/1/2018,30/6/2018,C,5,6,0.35,0.35
6837,1/1/2018,31/12/2018,A,5,12,0.45,0.45
6837,1/1/2018,31/12/2018,C,5,12,0.75,0.74
6837,1/1/2019,30/6/2019,A,5,6,0.48,0.48
6837,1/1/2019,30/6/2019,C,5,6,0.26,0.26
6837,1/1/2019,31/12/2019,A,5,12,0.83,0.83
6837,1/1/2019,31/12/2019,C,5,12,0.45,0.45
6886,1/1/2012,31/12/2012,A,4,12,0.29,0.29
6886,1/1/2013,31/12/2013,A,4,12,0.4,0.4
6886,1/1/2014,31/12/2014,A,4,12,0.8,0.8
6886,1/1/2015,30/6/2015,A,5,6,1.14,1.14
6886,1/1/2015,30/6/2015,C,5,6,0.27,0.27
6886,1/1/2015,31/12/2015,A,5,12,1.65,1.65
6886,1/1/2015,31/12/2015,C,5,12,0.8,0.8
6886,1/1/2016,30/6/2016,A,5,6,0.4,0.4
6886,1/1/2016,30/6/2016,C,5,6,1.14,1.14
6886,1/1/2016,31/12/2016,A,5,12,0.88,0.88
6886,1/1/2016,31/12/2016,C,5,12,1.65,1.65
6886,1/1/2017,30/6/2017,A,5,6,0.42,0.42
6886,1/1/2017,30/6/2017,C,5,6,0.4,0.4
6886,1/1/2017,31/12/2017,A,5,12,1.3,1.3
6886,1/1/2017,31/12/2017,C,5,12,0.88,0.88
6886,1/1/2018,30/6/2018,A,5,6,0.44,0.44
6886,1/1/2018,30/6/2018,C,5,6,0.42,0.42
6886,1/1/2018,31/12/2018,A,5,12,0.66,0.66
6886,1/1/2018,31/12/2018,C,5,12,1.3,1.3
6886,1/1/2019,30/6/2019,A,5,6,0.49,0.49
6886,1/1/2019,30/6/2019,C,5,6,0.44,0.44
6886,1/1/2019,31/12/2019,A,5,12,1.04,1.03
6886,1/1/2019,31/12/2019,C,5,12,0.66,0.66
6886,1/1/2020,30/6/2020,A,5,6,0.71,0.7
6886,1/1/2020,30/6/2020,C,5,6,0.49,0.49
